row,chars,conf
2895,"Emma Frost, Wolverine, Cyclops, Jean Grey",🟢
2896,"Iron Man, Captain America, Scarlet Witch, Hawkeye, Black Widow, Vision",🟢
2897,"Daisy Johnson, Yo-Yo Rodriguez, Mockingbird, Hellfire, Lincoln Campbell",🟢
2898,"Psylocke, Wolverine, Storm, Iceman, Professor X",🟢
2899,"Strike Force, Blitzkrieg",🟢
2900,"Strike Force, Blitzkrieg",🟢
2901,"Psylocke, Wolverine, Cable, Storm, Iceman",🟢
2902,"Spider-Man, Iron Man, Thor, Captain America, Wolverine, Cyclops, Storm, Magneto, Doctor Doom, Thanos",🟢
2903,Darkhawk,🟢
2904,Darkhawk,🟢
2905,Darkhawk,🟢
2906,"Darkhawk, Spider-Man",🟢
2907,"Darkhawk, Hawkeye",🟢
2908,Darkhawk,🟢
2909,"Monica Rambeau, Photon",🟢
2910,"Captain America, Thor, She-Hulk, Monica Rambeau, Captain Marvel, Taskmaster",🟢
2911,Monica Rambeau,🟢
2912,"Photon, Monica Rambeau",🟢
2913,Unknown,🔴
2914,"Iron Man, Nick Fury, Maria Rambeau, MODOK",🟢
2915,Black Widow,🟢
2916,"Iron Man, Maria Rambeau, Skrulls",🟢
2917,"Black Widow, Iron Man",🟢
2918,"Skrull King, Iron Man, Black Widow, Hawkeye",🟢
2919,Blade,🟢
2920,"Blade, Bloodline",🟢
2921,"Blade, Bloodline",🟢
2922,"Blade, Bloodline",🟢
2923,"Blade, Morbius",🟢
2924,Blade,🟢
2925,"Blade, Dracula",🟢
2926,"Deckard, Rachael",🟢
2927,Blade,🟢
2928,"Blade, Bloodline",🟢
2929,"Blade, Varnae, Vampire Nation characters",🟢
2930,"Black Widow, Winter Soldier, Mockingbird, Ava Starros",🟢
2931,"Bucky Barnes, Sam Wilson, Captain America",🟢
2932,Winter Guard,🟢
2933,"Bucky Barnes, Natasha Romanoff",🟢
2934,"Captain America, Bucky Barnes",🟢
2935,"Captain America, Red Skull",🟢
2936,"Captain America, Spider-Man, Iron Man, Falcon, Black Widow",🟢
2937,"Captain America, Winter Soldier, Bucky Barnes",🟢
2938,"Steve Rogers, Captain America",🟢
2939,"Steve Rogers, Super-Soldier",🟢
2940,Captain America,🟢
2941,Captain America,🟢
2942,Captain America,🟢
2943,"Captain America, Namor the Sub-Mariner",🟢
2944,Captain America,🟢
2945,Captain America,🟢
2946,Captain America,🟢
2947,"Captain America, Red Skull",🟢
2948,"Captain America, Winter Soldier",🟢
2949,"Steve Rogers, Sam Wilson",🟢
2950,"Captain America, Bucky Barnes",🟢
2951,"Captain America, Bucky Barnes",🟢
2952,"Captain America, Bucky Barnes, Hercules",🟢
2953,"Bucky Barnes, Steve Rogers",🟢
2954,"Captain America, Bucky Barnes, Black Widow",🟢
2955,"Wolverine, Captain America",🟢
2956,Captain America,🟢
2957,Captain America,🟢
2958,"Captain America, Iron Man, Thor",🟢
2959,"Invaders, Human Torch, Captain America, Namor, Toro",🟢
2960,"Human Torch, The Skrulls",🟢
2961,"Captain America, Human Torch, Captain America, Union Jack, Marvel Girl",🟢
2962,"Winter Soldier, Bucky Barnes",🟢
2963,"Hawkeye, Winter Soldier",🟢
2964,"Hawkeye, Winter Soldier",🟢
2965,"Hawkeye, Winter Soldier, Black Widow",🟢
2966,"Hawkeye, Winter Soldier",🟢
2967,"Hawkeye, Winter Soldier",🟢
2968,Captain America,🟢
2969,Captain America,🟢
2970,Captain America,🟢
2971,"Captain America, Winter Soldier",🟢
2972,Captain America,🟢
2973,Captain America,🟢
2974,Captain America,🟢
2975,Captain America,🟢
2976,"Captain America, The Falcon, Madame Hydra",🟢
2977,Captain America,🟢
2978,Captain America,🟢
2979,"Captain America, Bucky Barnes",🟢
2980,Captain America,🟢
2981,"Captain America, Scarlet Witch",🟢
2982,"Captain America, Winter Soldier",🟢
2983,"Captain America, Scourge",🟢
2984,"Captain America, Black Widow",🟢
2985,"Captain America, Red Hulk",🟢
2986,"Captain America, Iron Man",🟢
2987,"Captain America, Steve Rogers",🟢
2988,"Captain America, Steve Rogers",🟢
2989,"Captain America, Human Torch",🟢
2990,"Captain America, Ego",🟢
2991,"Captain America, Iron Man",🟢
2992,"Captain America, Iron Man",🟢
2993,"Captain America, Doc Ock",🟢
2994,"Thor, Captain America",🟢
2995,"Captain America, Captain America (Bucky Barnes)",🟢
2996,Captain America,🟢
2997,"Captain America, Black Widow, Bucky Barnes",🟢
2998,"Captain America, Winter Soldier",🟢
2999,"Captain America, Iron Man",🟢
3000,"Captain America, Steve Rogers",🟢
3001,"Captain America, Black Widow",🟢
3002,"Captain America, Red Skull, Bucky Barnes, Black Widow",🟢
3003,"Captain America, Black Widow",🟢
3004,"Captain America, Bucky Barnes, Red Skull",🟢
3005,Captain America,🟢
3006,"Captain America, Bucky Barnes",🟢
3007,Captain America,🟢
3008,Captain America,🟢
3009,"Captain America, Red Skull",🟢
3010,Captain America,🟢
3011,"Captain America, Steve Rogers",🟢
3012,"Captain America, Emma Frost",🟢
3013,"Captain America, Nick Fury, Hawkeye, Black Widow, Vision",🟢
3014,"Captain America, Winter Soldier",🟢
3015,Captain America,🟢
3016,"Captain America, Black Widow",🟢
3017,"Captain America, Deadpool",🟢
3018,"Captain America, Sam Wilson",🟢
3019,"Captain America, Black Panther",🟢
3020,"Captain America, Falcon",🟢
3021,"Captain America, The Falcon",🟢
3022,"Captain America, Falcon",🟢
3023,"Captain America, The Falcon, Scarlet Witch, Vision, Black Panther",🟢
3024,"Captain America, The Falcon",🟢
3025,"Captain America, Nick Fury",🟢
3026,"Captain America, Black Panther, Falcon",🟢
3027,"Captain America, Red Skull, Bucky Barnes",🟢
3028,"Captain America, Red Skull, Black Widow, Falcon, Sharon Carter",🟢
3029,"Phil Coulson, Melinda May, Daisy Johnson, Leo Fitz, Jemma Simmons",🟢
3030,"Dum Dum Dugan, Fury, Baroness, Gorgon",🟢
3031,"Nick Fury, Howling Commandos",🟢
3032,"Baron Zemo, Howling Commandos",🟢
3033,"Deadpool, Cable, Domino, Wolverine",🟢
3034,The Thing,🟢
3035,Captain America,🟢
3036,"Captain America, Iron Man, Thor, Daredevil, The Flash",🟢
3037,"Captain America, Falcon, U.S. Agent",🟢
3038,"Captain America, The Homelander",🟢
3039,"Captain America, Black Widow",🟢
3040,"Captain America, Black Widow, Falcon, U.S. Agent",🟢
3041,"Sam Wilson, Captain America",🟢
3042,"Superman, Cyborg, Green Lantern, The Flash, Wonder Woman, Aquaman, Mera",🟢
3043,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Aquaman, Cyborg, Lex Luthor, Darkseid",🟢
3044,"Superman, Wonder Woman, Batman, Green Lantern, The Flash",🟢
3045,"Lex Luthor, Apex Predator",🟢
3046,"Superman, Green Lantern, Starlight",🟢
3047,"Superman, Wonder Woman, Batman, Joker, Lex Luthor",🟢
3048,"The Flash, Superman, Batman, Wonder Woman, Aquaman, Green Lantern, Martian Manhunter",🟢
3049,"Batman, Wonder Woman, Aquaman",🟢
3050,"Batman, Cyborg, Dark Mettle",🟢
3051,"Batman, Wonder Woman",🟢
3052,"Grodd, Lex Luthor, Poison Ivy, Cheetah, Sinestro",🟢
3053,"Superman, The Flash, Cheetah, Green Lantern, Hawkwoman, Batman",🟢
3054,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
3055,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Aquaman, Cyborg, Lex Luthor",🟢
3056,"Superman, Wonder Woman, Batman",🟢
3057,"The Flash, Superman, Batman, Wonder Woman, Green Lantern, Hawkgirl",🟢
3058,"Superman, Batman, Green Lantern, Wonder Woman",🟢
3059,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Aquaman, Cyborg",🟢
3060,"Superman, Wonder Woman, Green Lantern, Batman",🟢
3061,"Superman, Wonder Woman, Green Arrow, Hawkgirl",🟢
3062,"The Flash, Green Lantern, Batman, Superman, Wonder Woman, The Spectre",🟢
3063,"Superman, Green Lantern, The Flash, Aquaman, Wonder Woman, Batman",🟢
3064,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Aquaman, Cyborg",🟢
3065,"Superman, Wonder Woman, Green Lantern, The Flash, Batman",🟢
3066,"Superman, Green Lantern, Wonder Woman",🟢
3067,"Superman, Wonder Woman, Green Lantern, The Flash",🟢
3068,"Superman, Wonder Woman",🟢
3069,"Batman, Black Adam, Naomi",🟢
3070,Unknown,🔴
3071,Naomi McDuffie,🟢
3072,"Superman, Wonder Woman, Batman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
3073,"Wonder Woman, Lasso of Truth",🟢
3074,"Batman, Wonder Woman",🟢
3075,"Wonder Woman, Zatanna, Constantine",🟢
3076,"Wonder Woman, The Flash, Hawkgirl, Green Lantern, Martian Manhunter, Batman, Superman, Blackfire",🟢
3077,Lois Lane,🟢
3078,Lois Lane,🟢
3079,Lois Lane,🟢
3080,Lois Lane,🟢
3081,Lois Lane,🟢
3082,Lois Lane,🟢
3083,"Lois Lane, Clark Kent, Lex Luthor",🟢
3084,Lois Lane,🟢
3085,Lois Lane,🟢
3086,"Nightwing, Starfire, Red Robin",🟢
3087,"Robin, Red Hood, Spoiler, Red Robin, Ravager",🟢
3088,"Robin, Red Robin, Spoiler, Red Hood, Nightwing",🟢
3089,"Robin, Red Robin, Spoiler, Red Hood",🟢
3090,"Robin, Red Robin, Spoiler, Red Hood",🟢
3091,"Robin, Red Robin, Spoiler, Red Hood, Nightwing",🟢
3092,Wonder Woman,🟢
3093,Wonder Woman,🟢
3094,"Wonder Woman, Amazons",🟢
3095,Wonder Woman,🟢
3096,Wonder Woman,🟢
3097,Wonder Woman,🟢
3098,Wonder Woman,🟢
3099,Wonder Woman,🟢
3100,Wonder Woman,🟢
3101,Wonder Woman,🟢
3102,Wonder Woman,🟢
3103,Wonder Woman,🟢
3104,Wonder Woman,🟢
3105,Wonder Woman,🟢
3106,Wonder Woman,🟢
3107,Wonder Woman,🟢
3108,Wonder Woman,🟢
3109,Wonder Woman,🟢
3110,"Wonder Woman, Superman",🟢
3111,"Wonder Woman, Superman",🟢
3112,Wonder Woman,🟢
3113,Wonder Woman,🟢
3114,Wonder Woman,🟢
3115,Wonder Woman,🟢
3116,Wonder Woman,🟢
3117,"Wonder Woman, Superman, Batman",🟢
3118,"Wonder Woman, Ares",🟢
3119,Wonder Woman,🟢
3120,"Wonder Woman, Ares",🟢
3121,Aquaman,🟢
3122,"Aquaman, Namma",🟢
3123,Aquaman,🟢
3124,"Aquaman, King Shark, Black Manta, Ocean Master",🟢
3125,"Aquaman, Mother Shark",🟢
3126,"Aquaman, Mera",🟢
3127,"The Flash, Barry Allen",🟢
3128,"The Flash, Black Adam",🟢
3129,"Stargirl, Starman, S.T.R.I.P.E., Hourman, Wildcat, Doctor Mid-Nite",🟢
3130,"Superboy, Wonder Girl, Kid Flash, Green Lantern, Aqualad",🟢
3131,"Superboy, Wonder Girl, Impulse, Robin, Aqualad, Kid Flash, Speedy, Red Arrow, Deathstroke, Cheshire",🟢
3132,"Superman, Wonder Woman, Naomi, Kid Flash",🟢
3133,"Starfire, Green Lantern, Robin, Aqualad, Black Canary, Wonder Girl, Superboy",🟢
3134,"Starfire, Speedy, Wonder Girl, Aqualad, Kid Flash, Robin",🟢
3135,"Superboy, Warlord",🟢
3136,"Aqualad, Superboy, Speedy, Aqualad, La Verdadera",🟢
3137,"Superboy, Amatista",🟢
3138,"Kid Flash, Amatista",🟢
3139,"Superman, Robin",🟢
3140,"Jon Kent, Damian Wayne, Green Lantern Corps",🟢
3141,"Jon Kent, Damian Wayne",🟢
3142,"Robin, Superboy, Red Robin",🟢
3143,"Lex Luthor, Superboy, Robin, Aqualad, Kid Flash, Speedy, Wonder Girl",🟢
3144,"Superman, Robin, Superboy",🟢
3145,"Superman, Robin, Superboy, Flash, Green Lantern, Lex Luthor",🟢
3146,Robin,🟢
3147,"Superman, Batman, Naomi",🟢
3148,"Superman, Wonder Woman, Red Cloud",🟢
3149,"Lex Luthor, Gorilla Grodd, Cheetah, Sinestro",🟢
3150,"Superman, The Flash, Green Lantern, Wonder Woman, Hawkgirl",🟢
3151,"Lex Luthor, Leviathan, Superman",🟢
3152,"Superman, Darkseid",🟢
3153,"Superman, Wonder Woman, Green Lantern, The Flash, Aquaman, Hawkgirl",🟢
3154,Batman,🟢
3155,"The Joker, Batman, Superman",🟢
3156,"Joker, Batman, Legion of Doom, Cheetah",🟢
3157,"Batman, Superman",🟢
3158,"Batman, Superman, Shazam",🟢
3159,"Batman, Superman",🟢
3160,"Batman, Superman, The Infected, The Secret Six",🟢
3161,"Gentleman Ghost, King Shark, Gerads, Shaner",🟢
3162,"Superman, Leviathan",🟢
3163,"Superman, Batman, The Flash, Wonder Woman, Green Arrow, Aquaman",🟢
3164,"Superman, Rogol Zaar, Supergirl, Jon Kent",🟢
3165,"Superman, Booster Gold",🟢
3166,Unknown,🔴
3167,"The Terrific, Metamorpho, Phantom Girl, Rex Mason",🟢
3168,"Batman, Superman, Lex Luthor, Boy Thunder",🟢
3169,"Kid Flash, Aqualad, Robin, Wonder Girl, Speedy, Bumblebee, Zatanna",🟢
3170,"Bumble Bee, Robin, Kid Flash, Aqualad, Speedy",🟢
3171,"Batman, Robin",🟢
3172,Unknown,🔴
3173,"Robin, Spoiler, Batman",🟢
3174,"The Flash, Kid Flash",🟢
3175,"The Flash, Stargirl, Ro-Bear",🟢
3176,"The Flash, Iris West",🟢
3177,"The Flash, Captain Cold, Golden Glider",🟢
3178,"The Flash, Kid Flash",🟢
3179,"Storm, Iceman",🟢
3180,Storm,🟢
3181,"Green Arrow, Speedy, Red Arrow, Black Canary, Cheshire",🟢
3182,"Storm, Gorilla Man",🟢
3183,"Black Panther, Iron Man, Captain America, Thor, Hulk",🟢
3184,"Iron Man, Thor, Black Widow, Hulk, Captain America, Hawkeye",🟢
3185,Captain America,🟢
3186,New Avengers,🟢
3187,"Lady Justice, Iron Man",🟢
3188,"Iron Man, Captain America, Thor, Black Widow, Hawkeye",🟢
3189,Black Widow,🟢
3190,"Black Bolt, Medusa, Gorgon, Karnak, Triton, Lockjaw",🟢
3191,"Thanos, Avengers",🟢
3192,Unknown,🔴
3193,Unknown,🔴
3194,Unknown,🔴
3195,Red Sonja,🟢
3196,Jotaro Kujo,🟢
3197,"Captain America, Spider-Man",🟢
3198,Captain America,🟢
3199,Captain America,🟢
3200,Captain America,🟢
3201,Captain America,🟢
3202,"Black Panther, Elektra",🟢
3203,"Dane Whitman, Sersi",🟢
3204,"Captain America, Black Widow, Black Panther",🟢
3205,"Black Panther, Ulysses Klaw",🟢
3206,"Black Panther, Ulysses Klaue",🟢
3207,"Black Panther, Ultimate Iron Man, Captain America",🟢
3208,"Black Panther, Storm",🟢
3209,"Black Panther, Ulysses Klaue",🟢
3210,"Black Panther, Ultimate Black Panther",🟢
3211,"Miles Morales, Storm, Bloodline",🟢
3212,"Miles Morales, Thunderstrike, Kraven the Hunter",🟢
3213,"Miles Morales, Wolverine",🟢
3214,"Miles Morales, Doctor Doom",🟢
3215,"Spider-Man, Hercules",🟢
3216,"Miles Morales, Wolverine",🟢
3217,"Miles Morales, Carnage",🟢
3218,"Miles Morales, Cletus Kasady",🟢
3219,Miles Morales,🟢
3220,"Miles Morales, Prowler",🟢
3221,"Miles Morales, Spider-Man",🟢
3222,Silver Surfer,🟢
3223,"Silver Surfer, The Thing, Invisible Woman, Human Torch",🟢
3224,"Silver Surfer, Galactus",🟢
3225,Silver Surfer,🟢
3226,"Spider-Man, Deadpool, Captain America",🟢
3227,"Professor X, Cyclops, Emma Frost, Wolverine, Beast",🟢
3228,"Bishop, Firerat, Professor X, Iceman",🟢
3229,"Bishop, Storm",🟢
3230,Bishop,🟢
3231,"Bishop, Iceman, Jubilee, Storm, Cable, Jean Grey",🟢
3232,Storm,🟢
3233,Storm,🟢
3234,"Cyclops, Emma Frost, Magneto, Sentinels",🟢
3235,"Emma Frost, Jean Grey, Cyclops, Magneto, Psylocke, Storm, Wolverine",🟢
3236,Magneto,🟢
3237,"Iceman, Magik, Psylocke, Wolverine",🟢
3238,"Rogue, Gambit, Storm, Wolverine",🟢
3239,"Magik, Selene",🟢
3240,"Wolverine, Storm, Emma Frost, Psylocke, Magneto",🟢
3241,"Wolverine, Psylocke, Magneto, Storm, Cyclops",🟢
3242,"Deadpool, Outlaw, Wolverine, Jubilee, Bea, Magik",🟢
3243,"Iceman, Jean Grey, Cyclops, Professor X, Magneto",🟢
3244,"Kate Pryde, Emma Frost, Jubilee, Jean Grey",🟢
3245,Rogue,🟢
3246,"Wolverine, Jean Grey",🟢
3247,"Magneto, Rogue",🟢
3248,"Jean Grey, Magneto",🟢
3249,Magneto,🟢
3250,Psylocke,🟢
3251,"Psylocke, Wolverine",🟢
3252,Psylocke,🟢
3253,Psylocke,🟢
3254,"Psylocke, Emma Frost, Kwannon",🟢
3255,Psylocke,🟢
3256,Psylocke,🟢
3257,"Dazzler, Jubilee, Anole, Glob Herman, Bling!, Martha Johannsen",🟢
3258,"Professor X, Magneto",🟢
3259,"Magneto, Emma Frost",🟢
3260,"Professor X, X-Men",🟢
3261,"Magneto, Professor X, Emma Frost, Cyclops, Polaris, Havok",🟢
3262,Storm,🟢
3263,"Storm, Forge",🟢
3264,"Storm, Krakoa",🟢
3265,"X-23, Wolverine",🟢
3266,"Jean Grey, Polaris, Psylocke, Jubilee",🟢
3267,"Cyclops, Marvel Girl, Havok, Polaris, Magneto, Professor X, Beast, Wolverine",🟢
3268,"Jean Grey, Psylocke, Sunfire, Magneto",🟢
3269,"Sentinel, X-Men",🟢
3270,"Sentinel (Master Mold), Emma Frost, Iceman, Beast, Angel, Magneto, Mystique, Hellfire Club members",🟢
3271,"Professor X, Krakoa",🟢
3272,"Emma Frost, Jean Grey, Cassandra Nova, Mystique, Iceman",🟢
3273,"Sentinel, Rogue, Magneto",🟢
3274,Wolverine,🟢
3275,"Wolverine, Daredevil",🟢
3276,"Wolverine, Daredevil",🟢
3277,Dazzler,🟢
3278,"Doom, Krakoa",🟢
3279,Magik,🟢
3280,Magik,🟢
3281,"Magik, Illyana Rasputin",🟢
3282,"Magik, Illyana Rasputin",🟢
3283,Magik,🟢
3284,Magik,🟢
3285,"Magik, Storm",🟢
3286,"Aquaman, The Thing, Mera",🟢
3287,"Superman, Aquaman, Wonder Woman, The Flash, Hawkgirl",🟢
3288,"Aquaman, Hawkman",🟢
3289,"Batgirl, Strix",🟢
3290,"Batgirl, Tiger",🟢
3291,"Batman, Batgirl, Catwoman",🟢
3292,Batgirl,🟢
3293,"Batgirl, Strix",🟢
3294,"Batgirl, Batman",🟢
3295,Batgirl,🟢
3296,"Batgirl, Batman",🟢
3297,"Batman, Nightwing",🟢
3298,"Batman, Killer Croc",🟢
3299,"Batman, Deathstroke, Harley Quinn",🟢
3300,"Batman, Robin",🟢
3301,"Batman, Robin",🟢
3302,"Batman, Robin",🟢
3303,"Batman, Robin",🟢
3304,"Batman, Robin",🟢
3305,"Robin, Batman",🟢
3306,"Batman, Robin",🟢
3307,"Batman, Robin",🟢
3308,"Batman, Robin",🟢
3309,"Batman, Robin",🟢
3310,"Batman, Robin",🟢
3311,"Batman, Robin",🟢
3312,"Birds of Prey, Huntress, Black Canary, Oracle",🟢
3313,"Harley Quinn, Huntress, Black Canary, Renee Montoya",🟢
3314,"Huntress, Black Canary, Oracle, Poison Ivy",🟢
3315,"Huntress, Black Mask, Harley Quinn",🟢
3316,"Huntress, Black Canary, Batgirl",🟢
3317,"Huntress, Cassandra Cain",🟢
3318,"Huntress, Black Canary",🟢
3319,"Huntress, Black Canary, Oracle, Spoiler",🟢
3320,"Huntress, Black Canary, Renee Montoya, Cassandra Cain",🟢
3321,"Superman, Wonder Woman, Batman",🟢
3322,"Superman, Lex Luthor, Wonder Woman, Batman, Darkseid",🟢
3323,"Superman, Batman, Wonder Woman, Darkseid",🟢
3324,"Superman, Wonder Woman, Batman",🟢
3325,"Superman, Wonder Woman, Batman",🟢
3326,"The Flash, Captain Cold",🟢
3327,The Flash,🟢
3328,"The Flash, Kid Flash",🟢
3329,"Superman, Batman, Kid Flash",🟢
3330,"Kilowog, Tomar-Re, Salakk, Sinestro, Hal Jordan, John Stewart, Kyle Rayner, Guy Gardner",🟢
3331,"Kilowog, Lex Luthor",🟢
3332,"Kilowog, Tomar-Re, Iolande, Salakk, Blish",🟢
3333,Green Lantern,🟢
3334,"Green Lantern, Kilowog",🟢
3335,"Hal Jordan, John Stewart, Kyle Rayner, Guy Gardner, Alan Scott",🟢
3336,"Green Lantern, Starro",🟢
3337,"Green Lantern, Kilowog",🟢
3338,"Lex Luthor, Joker, Gorilla Grodd",🟢
3339,"Batman, Wonder Woman, The Flash",🟢
3340,"Superman, Wonder Woman, The Flash, Green Lantern, Aquaman, Batman, Hawkgirl",🟢
3341,"Batman, Wonder Woman, Superman, Green Lantern, Hawkgirl, Green Arrow",🟢
3342,"Heron, The Terrific Ten",🟢
3343,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter, Green Arrow",🟢
3344,"Superman, Wonder Woman, Hungry Hippo",🟢
3345,"The Flash, Superman",🟢
3346,"Power Girl, Green Lantern, Black Canary, Cyborg, Flash",🟢
3347,"Supergirl, Red Tornado, Black Lightning, Booster Gold",🟢
3348,"Superman, Batman, Wonder Woman, Starfire",🟢
3349,"Firestorm, Dr. Mid-Nite",🟢
3350,"Hawkgirl, Hawkman, Green Lantern, Black Canary, Atom, Doctor Fate",🟢
3351,"Green Lantern, Black Canary, Hawkgirl, Atom, Doctor Fate, Green Arrow",🟢
3352,Catwoman,🟢
3353,"Wonder Woman, Hawkgirl, Green Lantern, The Flash, Aquaman, Martian Manhunter, Superman, Batman, Wotan",🟢
3354,"Superman, Batman, Wonder Woman, The Flash, Green Lantern, Hawkgirl, Martian Manhunter",🟢
3355,"Green Arrow, Black Canary, Hawkgirl, Red Arrow, Green Lantern",🟢
3356,Batman,🟢
3357,"Batman, Nightwing, Red Hood, Red Robin",🟢
3358,"Batman, Nightwing, Robin",🟢
3359,"Metamorpho, The Element Man",🟢
3360,"Nightwing, Robin, Starfire, Raven, Beast Boy",🟢
3361,"Nightwing, Cirque Du Sîn",🟢
3362,Nightwing,🟢
3363,"Nightwing, Black Canary",🟢
3364,"Nightwing, Captain Hollow",🟢
3365,"Nightwing, GCPD Officers",🟢
3366,"Starfire, Red Arrow, Arsenal",🟢
3367,"Batman, The Flash, Black Canary, Hawkman, Atom, Green Arrow",🟢
3368,"Batman, Wonder Woman, Superman, Green Lantern, The Flash, Hawkman, Green Arrow, Black Canary",🟢
3369,"Black Manta, Static, Icon, Rocket",🟢
3370,"Huntress, Red Robot, Black Condor, The Human Bomb",🟢
3371,"Catwoman, Huntress, Question, Scandal Savage, Knockout, Deadshot",🟢
3372,"Shazam, King Shark",🟢
3373,"Shazam, Billy Batson",🟢
3374,Shazam,🟢
3375,"Shazam, Booster Gold, Skeets",🟢
3376,"Shazam, Sivana",🟢
3377,"Shazam, Monster Society of Evil",🟢
3378,"Shazam, Superman",🟢
3379,Shazam,🟢
3380,"Batman, Superman, The Flash, Green Lantern, Martian Manhunter, Wonder Woman, Lex Luthor",🟢
3381,"Batman, Superman",🟢
3382,"Batman, Superman, Bizarro",🟢
3383,"Batman, Superman, The Flash, Wonder Woman",🟢
3384,"Batman, Superman, Lex Luthor",🟢
3385,"Batman, Superman, Robin, Supergirl",🟢
3386,"Batman, Superman, Lex Luthor, The Joker",🟢
3387,"Batman, Superman, Lex Luthor",🟢
3388,"Batman, Superman",🟢
